key,policy,scans,aLead_changed_scans,lead_aLead_changed
00000255--d1d0ee73c5--33,E2,600,96,0
00000255--d1d0ee73c5--33,E3,600,106,0
00000255--d1d0ee73c5--33,E4,600,26,0
00000255--d1d0ee73c5--33,E5,600,466,0
00000255--d1d0ee73c5--34,E,600,24,0
00000255--d1d0ee73c5--34,E1,600,0,0
00000255--d1d0ee73c5--34,E2,600,19,0
00000255--d1d0ee73c5--34,E3,600,19,0
00000255--d1d0ee73c5--34,E4,600,0,0
00000255--d1d0ee73c5--34,E5,600,269,0
00000255--d1d0ee73c5--35,E,600,120,0
00000255--d1d0ee73c5--35,E1,600,18,0
00000255--d1d0ee73c5--35,E2,600,120,0
00000255--d1d0ee73c5--35,E3,600,120,0
00000255--d1d0ee73c5--35,E4,600,8,0
00000255--d1d0ee73c5--35,E5,600,326,0
00000255--d1d0ee73c5--36,E,600,0,0
00000255--d1d0ee73c5--36,E1,600,0,0
00000255--d1d0ee73c5--36,E2,600,0,0
00000255--d1d0ee73c5--36,E3,600,0,0
00000255--d1d0ee73c5--36,E4,600,0,0
00000255--d1d0ee73c5--36,E5,600,499,0
00000255--d1d0ee73c5--37,E,600,36,0
00000255--d1d0ee73c5--37,E1,600,7,0
00000255--d1d0ee73c5--37,E2,600,36,0
00000255--d1d0ee73c5--37,E3,600,36,0
00000255--d1d0ee73c5--37,E4,600,0,0
00000255--d1d0ee73c5--37,E5,600,555,435
00000255--d1d0ee73c5--38,E,600,87,0
00000255--d1d0ee73c5--38,E1,600,7,0
00000255--d1d0ee73c5--38,E2,600,87,0
00000255--d1d0ee73c5--38,E3,600,87,0
00000255--d1d0ee73c5--38,E4,600,0,0
00000255--d1d0ee73c5--38,E5,600,294,0
00000255--d1d0ee73c5--39,E,600,143,0
00000255--d1d0ee73c5--39,E1,600,49,0
00000255--d1d0ee73c5--39,E2,600,146,0
00000255--d1d0ee73c5--39,E3,600,143,0
00000255--d1d0ee73c5--39,E4,600,0,0
00000255--d1d0ee73c5--39,E5,600,461,20
00000255--d1d0ee73c5--40,E,420,10,0
00000255--d1d0ee73c5--40,E1,420,0,0
00000255--d1d0ee73c5--40,E2,420,10,0
00000255--d1d0ee73c5--40,E3,420,10,0
00000255--d1d0ee73c5--40,E4,420,10,0
00000255--d1d0ee73c5--40,E5,420,131,0
00000257--d1cacb63a0--0,E,619,8,0
00000257--d1cacb63a0--0,E1,619,0,0
00000257--d1cacb63a0--0,E2,619,8,0
00000257--d1cacb63a0--0,E3,619,8,0
00000257--d1cacb63a0--0,E4,619,0,0
00000257--d1cacb63a0--0,E5,619,445,9
00000257--d1cacb63a0--1,E,600,42,0
00000257--d1cacb63a0--1,E1,600,0,0
00000257--d1cacb63a0--1,E2,600,42,0
00000257--d1cacb63a0--1,E3,600,42,0
00000257--d1cacb63a0--1,E4,600,10,0
00000257--d1cacb63a0--1,E5,600,228,12
00000257--d1cacb63a0--10,E,599,0,0
00000257--d1cacb63a0--10,E1,599,0,0
00000257--d1cacb63a0--10,E2,599,0,0
00000257--d1cacb63a0--10,E3,599,0,0
00000257--d1cacb63a0--10,E4,599,0,0
00000257--d1cacb63a0--10,E5,599,120,0
00000257--d1cacb63a0--11,E,600,14,0
00000257--d1cacb63a0--11,E1,600,0,0
00000257--d1cacb63a0--11,E2,600,14,0
00000257--d1cacb63a0--11,E3,600,14,0
00000257--d1cacb63a0--11,E4,600,0,0
00000257--d1cacb63a0--11,E5,600,77,0
00000257--d1cacb63a0--12,E,599,145,0
00000257--d1cacb63a0--12,E1,599,0,0
00000257--d1cacb63a0--12,E2,599,145,0
00000257--d1cacb63a0--12,E3,599,145,0
00000257--d1cacb63a0--12,E4,599,56,0
00000257--d1cacb63a0--12,E5,599,325,0
00000257--d1cacb63a0--13,E,600,27,0
00000257--d1cacb63a0--13,E1,600,0,0
00000257--d1cacb63a0--13,E2,600,27,0
00000257--d1cacb63a0--13,E3,600,27,0
00000257--d1cacb63a0--13,E4,600,27,0
00000257--d1cacb63a0--13,E5,600,432,0
00000257--d1cacb63a0--14,E,599,307,0
00000257--d1cacb63a0--14,E1,599,138,0
00000257--d1cacb63a0--14,E2,599,254,0
00000257--d1cacb63a0--14,E3,599,254,0
00000257--d1cacb63a0--14,E4,599,45,0
00000257--d1cacb63a0--14,E5,599,490,0
00000257--d1cacb63a0--15,E,600,120,0
00000257--d1cacb63a0--15,E1,600,0,0
00000257--d1cacb63a0--15,E2,600,76,0
00000257--d1cacb63a0--15,E3,600,76,0
00000257--d1cacb63a0--15,E4,600,3,0
00000257--d1cacb63a0--15,E5,600,297,0
00000257--d1cacb63a0--16,E,600,15,0
00000257--d1cacb63a0--16,E1,600,0,0
00000257--d1cacb63a0--16,E2,600,15,0
00000257--d1cacb63a0--16,E3,600,15,0
00000257--d1cacb63a0--16,E4,600,0,0
00000257--d1cacb63a0--16,E5,600,593,0
00000257--d1cacb63a0--17,E,600,35,0
00000257--d1cacb63a0--17,E1,600,0,0
00000257--d1cacb63a0--17,E2,600,35,0
00000257--d1cacb63a0--17,E3,600,35,0
00000257--d1cacb63a0--17,E4,600,0,0
00000257--d1cacb63a0--17,E5,600,245,0
00000257--d1cacb63a0--18,E,600,17,0
00000257--d1cacb63a0--18,E1,600,0,0
00000257--d1cacb63a0--18,E2,600,17,0
00000257--d1cacb63a0--18,E3,600,17,0
00000257--d1cacb63a0--18,E4,600,12,0
00000257--d1cacb63a0--18,E5,600,180,0
00000257--d1cacb63a0--19,E,600,285,0
00000257--d1cacb63a0--19,E1,600,0,0
00000257--d1cacb63a0--19,E2,600,285,0
00000257--d1cacb63a0--19,E3,600,285,0
00000257--d1cacb63a0--19,E4,600,0,0
00000257--d1cacb63a0--19,E5,600,415,0
00000257--d1cacb63a0--2,E,600,272,0
00000257--d1cacb63a0--2,E1,600,0,0
00000257--d1cacb63a0--2,E2,600,240,0
00000257--d1cacb63a0--2,E3,600,240,0
00000257--d1cacb63a0--2,E4,600,23,0
00000257--d1cacb63a0--2,E5,600,519,224
00000257--d1cacb63a0--20,E,600,0,0
00000257--d1cacb63a0--20,E1,600,0,0
00000257--d1cacb63a0--20,E2,600,0,0
00000257--d1cacb63a0--20,E3,600,0,0
00000257--d1cacb63a0--20,E4,600,0,0
00000257--d1cacb63a0--20,E5,600,376,0
00000257--d1cacb63a0--21,E,600,29,0
00000257--d1cacb63a0--21,E1,600,0,0
00000257--d1cacb63a0--21,E2,600,23,0
00000257--d1cacb63a0--21,E3,600,23,0
00000257--d1cacb63a0--21,E4,600,0,0
00000257--d1cacb63a0--21,E5,600,135,0
00000257--d1cacb63a0--22,E,600,160,0
00000257--d1cacb63a0--22,E1,600,66,0
00000257--d1cacb63a0--22,E2,600,156,0
00000257--d1cacb63a0--22,E3,600,156,0
00000257--d1cacb63a0--22,E4,600,40,0
00000257--d1cacb63a0--22,E5,600,440,0
00000257--d1cacb63a0--23,E,600,0,0
00000257--d1cacb63a0--23,E1,600,0,0
00000257--d1cacb63a0--23,E2,600,0,0
00000257--d1cacb63a0--23,E3,600,0,0
00000257--d1cacb63a0--23,E4,600,0,0
00000257--d1cacb63a0--23,E5,600,242,0
00000257--d1cacb63a0--24,E,600,52,0
00000257--d1cacb63a0--24,E1,600,19,0
00000257--d1cacb63a0--24,E2,600,42,0
00000257--d1cacb63a0--24,E3,600,42,0
00000257--d1cacb63a0--24,E4,600,0,0
00000257--d1cacb63a0--24,E5,600,222,0
00000257--d1cacb63a0--25,E,600,170,0
00000257--d1cacb63a0--25,E1,600,32,0
00000257--d1cacb63a0--25,E2,600,170,0
00000257--d1cacb63a0--25,E3,600,170,0
00000257--d1cacb63a0--25,E4,600,97,0
00000257--d1cacb63a0--25,E5,600,595,217
00000257--d1cacb63a0--26,E,600,209,0
00000257--d1cacb63a0--26,E1,600,92,0
00000257--d1cacb63a0--26,E2,600,183,0
00000257--d1cacb63a0--26,E3,600,183,0
00000257--d1cacb63a0--26,E4,600,22,0
00000257--d1cacb63a0--26,E5,600,356,7
00000257--d1cacb63a0--27,E,600,0,0
00000257--d1cacb63a0--27,E1,600,0,0
00000257--d1cacb63a0--27,E2,600,0,0
00000257--d1cacb63a0--27,E3,600,0,0
00000257--d1cacb63a0--27,E4,600,0,0
00000257--d1cacb63a0--27,E5,600,342,124
00000257--d1cacb63a0--28,E,600,180,0
00000257--d1cacb63a0--28,E1,600,17,0
00000257--d1cacb63a0--28,E2,600,204,0
00000257--d1cacb63a0--28,E3,600,204,0
00000257--d1cacb63a0--28,E4,600,77,0
00000257--d1cacb63a0--28,E5,600,579,0
00000257--d1cacb63a0--29,E,599,97,0
00000257--d1cacb63a0--29,E1,599,18,0
00000257--d1cacb63a0--29,E2,599,97,0
00000257--d1cacb63a0--29,E3,599,97,0
00000257--d1cacb63a0--29,E4,599,0,0
00000257--d1cacb63a0--29,E5,599,486,1
00000257--d1cacb63a0--3,E,600,133,0
00000257--d1cacb63a0--3,E1,600,60,0
00000257--d1cacb63a0--3,E2,600,133,0
00000257--d1cacb63a0--3,E3,600,133,0
00000257--d1cacb63a0--3,E4,600,8,0
00000257--d1cacb63a0--3,E5,600,383,186
00000257--d1cacb63a0--30,E,600,15,0
00000257--d1cacb63a0--30,E1,600,0,0
00000257--d1cacb63a0--30,E2,600,15,0
00000257--d1cacb63a0--30,E3,600,15,0
00000257--d1cacb63a0--30,E4,600,0,0
00000257--d1cacb63a0--30,E5,600,466,7
00000257--d1cacb63a0--31,E,431,0,0
00000257--d1cacb63a0--31,E1,431,0,0
00000257--d1cacb63a0--31,E2,431,0,0
00000257--d1cacb63a0--31,E3,431,0,0
00000257--d1cacb63a0--31,E4,431,0,0
00000257--d1cacb63a0--31,E5,431,302,0
00000257--d1cacb63a0--4,E,600,101,0
00000257--d1cacb63a0--4,E1,600,62,0
00000257--d1cacb63a0--4,E2,600,96,0
00000257--d1cacb63a0--4,E3,600,96,0
00000257--d1cacb63a0--4,E4,600,16,0
00000257--d1cacb63a0--4,E5,600,230,0
00000257--d1cacb63a0--5,E,600,88,0
00000257--d1cacb63a0--5,E1,600,0,0
00000257--d1cacb63a0--5,E2,600,58,0
00000257--d1cacb63a0--5,E3,600,88,0
00000257--d1cacb63a0--5,E4,600,33,0
00000257--d1cacb63a0--5,E5,600,354,0
00000257--d1cacb63a0--6,E,599,41,0
00000257--d1cacb63a0--6,E1,599,0,0
00000257--d1cacb63a0--6,E2,599,41,0
00000257--d1cacb63a0--6,E3,599,41,0
00000257--d1cacb63a0--6,E4,599,0,0
00000257--d1cacb63a0--6,E5,599,304,3
00000257--d1cacb63a0--7,E,599,212,0
00000257--d1cacb63a0--7,E1,599,58,0
00000257--d1cacb63a0--7,E2,599,138,0
00000257--d1cacb63a0--7,E3,599,143,0
00000257--d1cacb63a0--7,E4,599,84,0
00000257--d1cacb63a0--7,E5,599,571,0
00000257--d1cacb63a0--8,E,599,0,0
00000257--d1cacb63a0--8,E1,599,0,0
00000257--d1cacb63a0--8,E2,599,0,0
00000257--d1cacb63a0--8,E3,599,0,0
00000257--d1cacb63a0--8,E4,599,0,0
00000257--d1cacb63a0--8,E5,599,207,0
00000257--d1cacb63a0--9,E,599,34,0
00000257--d1cacb63a0--9,E1,599,0,0
00000257--d1cacb63a0--9,E2,599,34,0
00000257--d1cacb63a0--9,E3,599,34,0
00000257--d1cacb63a0--9,E4,599,7,0
00000257--d1cacb63a0--9,E5,599,280,0
00000259--f920fb6ddd--0,E,622,56,0
00000259--f920fb6ddd--0,E1,622,0,0
00000259--f920fb6ddd--0,E2,622,56,0
00000259--f920fb6ddd--0,E3,622,56,0
00000259--f920fb6ddd--0,E4,622,5,0
00000259--f920fb6ddd--0,E5,622,458,1
00000259--f920fb6ddd--1,E,600,405,0
00000259--f920fb6ddd--1,E1,600,0,0
00000259--f920fb6ddd--1,E2,600,399,0
00000259--f920fb6ddd--1,E3,600,399,0
00000259--f920fb6ddd--1,E4,600,353,0
00000259--f920fb6ddd--1,E5,600,428,1
00000259--f920fb6ddd--10,E,600,90,0
00000259--f920fb6ddd--10,E1,600,29,0
00000259--f920fb6ddd--10,E2,600,77,0
00000259--f920fb6ddd--10,E3,600,77,0
00000259--f920fb6ddd--10,E4,600,25,0
00000259--f920fb6ddd--10,E5,600,389,0
00000259--f920fb6ddd--11,E,600,77,0
00000259--f920fb6ddd--11,E1,600,0,0
00000259--f920fb6ddd--11,E2,600,77,0
00000259--f920fb6ddd--11,E3,600,77,0
00000259--f920fb6ddd--11,E4,600,0,0
00000259--f920fb6ddd--11,E5,600,145,0
00000259--f920fb6ddd--12,E,600,0,0
00000259--f920fb6ddd--12,E1,600,0,0
00000259--f920fb6ddd--12,E2,600,0,0
00000259--f920fb6ddd--12,E3,600,0,0
00000259--f920fb6ddd--12,E4,600,0,0
00000259--f920fb6ddd--12,E5,600,64,0
00000259--f920fb6ddd--13,E,600,282,0
00000259--f920fb6ddd--13,E1,600,127,0
00000259--f920fb6ddd--13,E2,600,237,0
00000259--f920fb6ddd--13,E3,600,237,0
00000259--f920fb6ddd--13,E4,600,0,0
00000259--f920fb6ddd--13,E5,600,359,0
00000259--f920fb6ddd--14,E,600,85,0
00000259--f920fb6ddd--14,E1,600,43,0
00000259--f920fb6ddd--14,E2,600,47,0
00000259--f920fb6ddd--14,E3,600,47,0
00000259--f920fb6ddd--14,E4,600,0,0
00000259--f920fb6ddd--14,E5,600,231,0
00000259--f920fb6ddd--15,E,600,49,0
00000259--f920fb6ddd--15,E1,600,29,0
00000259--f920fb6ddd--15,E2,600,49,0
00000259--f920fb6ddd--15,E3,600,49,0
00000259--f920fb6ddd--15,E4,600,30,0
00000259--f920fb6ddd--15,E5,600,308,0
00000259--f920fb6ddd--16,E,599,140,0
00000259--f920fb6ddd--16,E1,599,0,0
00000259--f920fb6ddd--16,E2,599,78,0
00000259--f920fb6ddd--16,E3,599,78,0
00000259--f920fb6ddd--16,E4,599,0,0
00000259--f920fb6ddd--16,E5,599,222,0
00000259--f920fb6ddd--17,E,600,125,0
00000259--f920fb6ddd--17,E1,600,0,0
00000259--f920fb6ddd--17,E2,600,124,0
00000259--f920fb6ddd--17,E3,600,124,0
00000259--f920fb6ddd--17,E4,600,44,0
00000259--f920fb6ddd--17,E5,600,160,0
00000259--f920fb6ddd--18,E,600,95,0
00000259--f920fb6ddd--18,E1,600,7,0
00000259--f920fb6ddd--18,E2,600,33,0
00000259--f920fb6ddd--18,E3,600,33,0
00000259--f920fb6ddd--18,E4,600,19,0
00000259--f920fb6ddd--18,E5,600,256,0
00000259--f920fb6ddd--19,E,599,362,0
00000259--f920fb6ddd--19,E1,599,236,0
00000259--f920fb6ddd--19,E2,599,348,0
00000259--f920fb6ddd--19,E3,599,348,0
00000259--f920fb6ddd--19,E4,599,58,0
00000259--f920fb6ddd--19,E5,599,498,0
00000259--f920fb6ddd--2,E,600,0,0
00000259--f920fb6ddd--2,E1,600,0,0
00000259--f920fb6ddd--2,E2,600,0,0
00000259--f920fb6ddd--2,E3,600,0,0
00000259--f920fb6ddd--2,E4,600,0,0
00000259--f920fb6ddd--2,E5,600,518,426
00000259--f920fb6ddd--20,E,600,20,0
00000259--f920fb6ddd--20,E1,600,0,0
00000259--f920fb6ddd--20,E2,600,20,0
00000259--f920fb6ddd--20,E3,600,20,0
00000259--f920fb6ddd--20,E4,600,1,0
00000259--f920fb6ddd--20,E5,600,316,0
00000259--f920fb6ddd--21,E,599,24,0
00000259--f920fb6ddd--21,E1,599,0,0
00000259--f920fb6ddd--21,E2,599,24,0
00000259--f920fb6ddd--21,E3,599,24,0
00000259--f920fb6ddd--21,E4,599,0,0
00000259--f920fb6ddd--21,E5,599,340,0
00000259--f920fb6ddd--22,E,599,446,0
00000259--f920fb6ddd--22,E1,599,0,0
00000259--f920fb6ddd--22,E2,599,446,0
00000259--f920fb6ddd--22,E3,599,446,0
00000259--f920fb6ddd--22,E4,599,0,0
00000259--f920fb6ddd--22,E5,599,454,0
00000259--f920fb6ddd--23,E,599,94,0
00000259--f920fb6ddd--23,E1,599,23,0
00000259--f920fb6ddd--23,E2,599,91,0
00000259--f920fb6ddd--23,E3,599,94,0
00000259--f920fb6ddd--23,E4,599,36,0
00000259--f920fb6ddd--23,E5,599,325,0
00000259--f920fb6ddd--24,E,599,111,0
00000259--f920fb6ddd--24,E1,599,70,0
00000259--f920fb6ddd--24,E2,599,111,0
00000259--f920fb6ddd--24,E3,599,111,0
00000259--f920fb6ddd--24,E4,599,70,0
00000259--f920fb6ddd--24,E5,599,140,0
00000259--f920fb6ddd--25,E,600,14,0
00000259--f920fb6ddd--25,E1,600,0,0
00000259--f920fb6ddd--25,E2,600,14,0
00000259--f920fb6ddd--25,E3,600,14,0
00000259--f920fb6ddd--25,E4,600,8,0
00000259--f920fb6ddd--25,E5,600,369,0
00000259--f920fb6ddd--26,E,598,54,0
00000259--f920fb6ddd--26,E1,598,8,0
00000259--f920fb6ddd--26,E2,598,18,0
00000259--f920fb6ddd--26,E3,598,18,0
00000259--f920fb6ddd--26,E4,598,0,0
00000259--f920fb6ddd--26,E5,598,365,0
00000259--f920fb6ddd--27,E,599,2,0
00000259--f920fb6ddd--27,E1,599,2,0
00000259--f920fb6ddd--27,E2,599,2,0
00000259--f920fb6ddd--27,E3,599,2,0
00000259--f920fb6ddd--27,E4,599,0,0
00000259--f920fb6ddd--27,E5,599,84,0
00000259--f920fb6ddd--28,E,600,4,0
00000259--f920fb6ddd--28,E1,600,0,0
00000259--f920fb6ddd--28,E2,600,4,0
00000259--f920fb6ddd--28,E3,600,4,0
00000259--f920fb6ddd--28,E4,600,0,0
00000259--f920fb6ddd--28,E5,600,84,0
00000259--f920fb6ddd--29,E,600,22,0
00000259--f920fb6ddd--29,E1,600,7,0
00000259--f920fb6ddd--29,E2,600,20,0
00000259--f920fb6ddd--29,E3,600,20,0
00000259--f920fb6ddd--29,E4,600,0,0
00000259--f920fb6ddd--29,E5,600,129,0
00000259--f920fb6ddd--3,E,600,87,0
00000259--f920fb6ddd--3,E1,600,0,0
00000259--f920fb6ddd--3,E2,600,83,0
00000259--f920fb6ddd--3,E3,600,83,0
00000259--f920fb6ddd--3,E4,600,3,0
00000259--f920fb6ddd--3,E5,600,238,0
00000259--f920fb6ddd--30,E,600,9,0
00000259--f920fb6ddd--30,E1,600,0,0
00000259--f920fb6ddd--30,E2,600,9,0
00000259--f920fb6ddd--30,E3,600,9,0
00000259--f920fb6ddd--30,E4,600,9,0
00000259--f920fb6ddd--30,E5,600,98,0
00000259--f920fb6ddd--31,E,600,0,0
00000259--f920fb6ddd--31,E1,600,0,0
00000259--f920fb6ddd--31,E2,600,0,0
00000259--f920fb6ddd--31,E3,600,0,0
00000259--f920fb6ddd--31,E4,600,0,0
00000259--f920fb6ddd--31,E5,600,152,0
00000259--f920fb6ddd--32,E,600,0,0
00000259--f920fb6ddd--32,E1,600,0,0
00000259--f920fb6ddd--32,E2,600,0,0
00000259--f920fb6ddd--32,E3,600,0,0
00000259--f920fb6ddd--32,E4,600,0,0
00000259--f920fb6ddd--32,E5,600,269,150
00000259--f920fb6ddd--33,E,600,0,0
00000259--f920fb6ddd--33,E1,600,0,0
00000259--f920fb6ddd--33,E2,600,0,0
00000259--f920fb6ddd--33,E3,600,0,0
00000259--f920fb6ddd--33,E4,600,0,0
00000259--f920fb6ddd--33,E5,600,208,0
00000259--f920fb6ddd--34,E,600,25,0
00000259--f920fb6ddd--34,E1,600,0,0
00000259--f920fb6ddd--34,E2,600,4,0
00000259--f920fb6ddd--34,E3,600,4,0
00000259--f920fb6ddd--34,E4,600,4,0
00000259--f920fb6ddd--34,E5,600,213,0
00000259--f920fb6ddd--35,E,600,171,0
00000259--f920fb6ddd--35,E1,600,55,0
00000259--f920fb6ddd--35,E2,600,134,0
00000259--f920fb6ddd--35,E3,600,134,0
00000259--f920fb6ddd--35,E4,600,15,0
00000259--f920fb6ddd--35,E5,600,434,0
00000259--f920fb6ddd--36,E,600,45,0
00000259--f920fb6ddd--36,E1,600,13,0
00000259--f920fb6ddd--36,E2,600,20,0
00000259--f920fb6ddd--36,E3,600,20,0
00000259--f920fb6ddd--36,E4,600,20,0
00000259--f920fb6ddd--36,E5,600,398,0
00000259--f920fb6ddd--37,E,600,28,0
00000259--f920fb6ddd--37,E1,600,0,0
00000259--f920fb6ddd--37,E2,600,0,0
00000259--f920fb6ddd--37,E3,600,0,0
00000259--f920fb6ddd--37,E4,600,0,0
00000259--f920fb6ddd--37,E5,600,271,0
00000259--f920fb6ddd--38,E,600,8,0
00000259--f920fb6ddd--38,E1,600,0,0
00000259--f920fb6ddd--38,E2,600,0,0
00000259--f920fb6ddd--38,E3,600,0,0
00000259--f920fb6ddd--38,E4,600,0,0
00000259--f920fb6ddd--38,E5,600,90,0
00000259--f920fb6ddd--39,E,600,0,0
00000259--f920fb6ddd--39,E1,600,0,0
00000259--f920fb6ddd--39,E2,600,0,0
00000259--f920fb6ddd--39,E3,600,0,0
00000259--f920fb6ddd--39,E4,600,0,0
00000259--f920fb6ddd--39,E5,600,0,0
00000259--f920fb6ddd--4,E,600,147,0
00000259--f920fb6ddd--4,E1,600,0,0
00000259--f920fb6ddd--4,E2,600,137,0
00000259--f920fb6ddd--4,E3,600,137,0
00000259--f920fb6ddd--4,E4,600,3,0
00000259--f920fb6ddd--4,E5,600,474,0
00000259--f920fb6ddd--40,E,600,95,0
00000259--f920fb6ddd--40,E1,600,0,0
00000259--f920fb6ddd--40,E2,600,92,0
00000259--f920fb6ddd--40,E3,600,92,0
00000259--f920fb6ddd--40,E4,600,3,0
00000259--f920fb6ddd--40,E5,600,144,0
00000259--f920fb6ddd--41,E,600,14,0
00000259--f920fb6ddd--41,E1,600,0,0
00000259--f920fb6ddd--41,E2,600,14,0
00000259--f920fb6ddd--41,E3,600,14,0
00000259--f920fb6ddd--41,E4,600,0,0
00000259--f920fb6ddd--41,E5,600,344,58
00000259--f920fb6ddd--42,E,66,0,0
00000259--f920fb6ddd--42,E1,66,0,0
00000259--f920fb6ddd--42,E2,66,0,0
00000259--f920fb6ddd--42,E3,66,0,0
00000259--f920fb6ddd--42,E4,66,0,0
00000259--f920fb6ddd--42,E5,66,51,51
00000259--f920fb6ddd--5,E,600,74,0
00000259--f920fb6ddd--5,E1,600,7,0
00000259--f920fb6ddd--5,E2,600,66,0
00000259--f920fb6ddd--5,E3,600,66,0
00000259--f920fb6ddd--5,E4,600,56,0
00000259--f920fb6ddd--5,E5,600,300,173
00000259--f920fb6ddd--6,E,600,69,0
00000259--f920fb6ddd--6,E1,600,0,0
00000259--f920fb6ddd--6,E2,600,69,0
00000259--f920fb6ddd--6,E3,600,69,0
00000259--f920fb6ddd--6,E4,600,0,0
00000259--f920fb6ddd--6,E5,600,127,0
00000259--f920fb6ddd--7,E,600,18,0
00000259--f920fb6ddd--7,E1,600,0,0
00000259--f920fb6ddd--7,E2,600,18,0
00000259--f920fb6ddd--7,E3,600,18,0
00000259--f920fb6ddd--7,E4,600,0,0
00000259--f920fb6ddd--7,E5,600,128,0
00000259--f920fb6ddd--8,E,600,0,0
00000259--f920fb6ddd--8,E1,600,0,0
00000259--f920fb6ddd--8,E2,600,0,0
00000259--f920fb6ddd--8,E3,600,0,0
00000259--f920fb6ddd--8,E4,600,0,0
00000259--f920fb6ddd--8,E5,600,0,0
00000259--f920fb6ddd--9,E,600,294,0
00000259--f920fb6ddd--9,E1,600,211,0
00000259--f920fb6ddd--9,E2,600,268,0
00000259--f920fb6ddd--9,E3,600,268,0
00000259--f920fb6ddd--9,E4,600,57,0
00000259--f920fb6ddd--9,E5,600,377,0
0000025b--22177da8d7--0,E,620,35,0
0000025b--22177da8d7--0,E1,620,7,0
0000025b--22177da8d7--0,E2,620,35,0
0000025b--22177da8d7--0,E3,620,35,0
0000025b--22177da8d7--0,E4,620,27,0
0000025b--22177da8d7--0,E5,620,385,24
0000025b--22177da8d7--1,E,600,23,0
0000025b--22177da8d7--1,E1,600,0,0
0000025b--22177da8d7--1,E2,600,23,0
0000025b--22177da8d7--1,E3,600,23,0
0000025b--22177da8d7--1,E4,600,0,0
0000025b--22177da8d7--1,E5,600,590,590
0000025b--22177da8d7--2,E,600,0,0
0000025b--22177da8d7--2,E1,600,0,0
0000025b--22177da8d7--2,E2,600,0,0
0000025b--22177da8d7--2,E3,600,0,0
0000025b--22177da8d7--2,E4,600,0,0
0000025b--22177da8d7--2,E5,600,21,21
0000025b--22177da8d7--3,E,600,3,0
0000025b--22177da8d7--3,E1,600,0,0
0000025b--22177da8d7--3,E2,600,2,0
0000025b--22177da8d7--3,E3,600,2,0
0000025b--22177da8d7--3,E4,600,0,0
0000025b--22177da8d7--3,E5,600,41,0
0000025c--0795289e2c--1,E,600,97,0
0000025c--0795289e2c--1,E1,600,0,0
0000025c--0795289e2c--1,E2,600,96,0
0000025c--0795289e2c--1,E3,600,96,0
0000025c--0795289e2c--1,E4,600,30,0
0000025c--0795289e2c--1,E5,600,270,0
0000025c--0795289e2c--2,E,600,476,0
0000025c--0795289e2c--2,E1,600,446,0
0000025c--0795289e2c--2,E2,600,239,0
0000025c--0795289e2c--2,E3,600,476,0
0000025c--0795289e2c--2,E4,600,71,0
0000025c--0795289e2c--2,E5,600,536,0
0000025c--0795289e2c--3,E,600,71,0
0000025c--0795289e2c--3,E1,600,13,0
0000025c--0795289e2c--3,E2,600,39,0
0000025c--0795289e2c--3,E3,600,39,0
0000025c--0795289e2c--3,E4,600,0,0
0000025c--0795289e2c--3,E5,600,520,0
0000025c--0795289e2c--4,E,600,9,0
0000025c--0795289e2c--4,E1,600,3,0
0000025c--0795289e2c--4,E2,600,9,0
0000025c--0795289e2c--4,E3,600,9,0
0000025c--0795289e2c--4,E4,600,2,0
0000025c--0795289e2c--4,E5,600,297,0
0000025c--0795289e2c--5,E,600,18,0
0000025c--0795289e2c--5,E1,600,11,0
0000025c--0795289e2c--5,E2,600,18,0
0000025c--0795289e2c--5,E3,600,18,0
0000025c--0795289e2c--5,E4,600,0,0
0000025c--0795289e2c--5,E5,600,86,0
0000025c--0795289e2c--6,E,599,27,0
0000025c--0795289e2c--6,E1,599,0,0
0000025c--0795289e2c--6,E2,599,27,0
0000025c--0795289e2c--6,E3,599,27,0
0000025c--0795289e2c--6,E4,599,0,0
0000025c--0795289e2c--6,E5,599,170,0
0000025c--0795289e2c--7,E,600,0,0
0000025c--0795289e2c--7,E1,600,0,0
0000025c--0795289e2c--7,E2,600,0,0
0000025c--0795289e2c--7,E3,600,0,0
0000025c--0795289e2c--7,E4,600,0,0
0000025c--0795289e2c--7,E5,600,147,0
0000025c--0795289e2c--8,E,600,0,0
0000025c--0795289e2c--8,E1,600,0,0
0000025c--0795289e2c--8,E2,600,0,0
0000025c--0795289e2c--8,E3,600,0,0
0000025c--0795289e2c--8,E4,600,0,0
0000025c--0795289e2c--8,E5,600,164,0
0000025d--70dff69b9d--0,E,621,46,0
0000025d--70dff69b9d--0,E1,621,43,0
0000025d--70dff69b9d--0,E2,621,39,0
0000025d--70dff69b9d--0,E3,621,43,0
0000025d--70dff69b9d--0,E4,621,39,0
0000025d--70dff69b9d--0,E5,621,161,0
0000025d--70dff69b9d--1,E,600,36,0
0000025d--70dff69b9d--1,E1,600,0,0
0000025d--70dff69b9d--1,E2,600,20,0
0000025d--70dff69b9d--1,E3,600,20,0
0000025d--70dff69b9d--1,E4,600,0,0
0000025d--70dff69b9d--1,E5,600,137,0
0000025d--70dff69b9d--10,E,600,279,0
0000025d--70dff69b9d--10,E1,600,41,0
0000025d--70dff69b9d--10,E2,600,104,0
0000025d--70dff69b9d--10,E3,600,104,0
0000025d--70dff69b9d--10,E4,600,0,0
0000025d--70dff69b9d--10,E5,600,317,0
0000025d--70dff69b9d--11,E,600,0,0
