route,segment,scan_s,scan_ns,pid,event,slots,raw_ids,rep,d_m,y_m,v_mps,camera,oem,published,public_alias
route27f,16,6.797724,1039078399885,1000111,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,6.897089,1039177764265,1000050,MEMBER_CHANGE|REPRESENTATIVE_SWITCH,25,51,51,9.0,-5.375,-16.25,0,0,1,82
route27f,16,6.897089,1039177764265,1000104,REPRESENTATIVE_SWITCH,19|23,93|96,96,63.0,-4.90625,-16.25,0,0,1,40
route27f,16,6.997701,1039278375966,1000114,PID_BIRTH_OR_REENTRY,25,103,103,93.5,-7.5,-16.25,0,0,1,34
route27f,16,6.997701,1039278375966,1000115,PID_BIRTH_OR_REENTRY,26,104,104,80.25,5.875,-16.0,0,0,1,66
route27f,16,6.997701,1039278375966,1000050,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,6.997701,1039278375966,1000109,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,7.09714,1039377815283,1000116,PID_BIRTH_OR_REENTRY,4,105,105,67.75,-7.34375,-16.25,0,0,1,39
route27f,16,7.197442,1039478117012,1000117,PID_BIRTH_OR_REENTRY,7,106,106,96.5,-5.5625,-16.25,0,0,1,56
route27f,16,7.197442,1039478117012,1000118,PID_BIRTH_OR_REENTRY,16,107,107,122.0,22.15625,-16.0,0,0,1,65
route27f,16,7.197442,1039478117012,1000066,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,7.297137,1039577811981,1000105,MEMBER_CHANGE|SLOT_CHANGE|REPRESENTATIVE_SWITCH,4|8,94|105,105,65.75,-7.4375,-16.25,0,0,1,94
route27f,16,7.398088,1039678763019,1000105,MEMBER_CHANGE|SLOT_CHANGE|REPRESENTATIVE_SWITCH,8,94,94,63.75,-7.59375,-16.25,0,0,1,94
route27f,16,7.398088,1039678763019,1000119,PID_BIRTH_OR_REENTRY,17,108,108,72.75,-1.90625,2.25,0,0,1,69
route27f,16,7.398088,1039678763019,1000051,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,7.497535,1039778210512,1000117,SLOT_CHANGE,4,106,106,95.75,-4.96875,-16.0,0,0,1,56
route27f,16,7.497535,1039778210512,1000120,PID_BIRTH_OR_REENTRY,3,109,109,124.75,20.28125,-16.5,0,0,1,42
route27f,16,7.497535,1039778210512,1000121,PID_BIRTH_OR_REENTRY,7,110,110,71.0,8.375,-16.0,0,0,1,73
route27f,16,7.497535,1039778210512,1000122,PID_BIRTH_OR_REENTRY,9,111,111,90.5,6.5625,-16.0,0,0,1,38
route27f,16,7.497535,1039778210512,1000019,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,7.497535,1039778210512,1000106,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,7.497535,1039778210512,1000119,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,7.697259,1039977934790,1000122,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,7.798204,1040078879683,1000123,PID_BIRTH_OR_REENTRY,12,112,112,87.25,-5.78125,-16.25,0,0,1,67
route27f,16,7.798204,1040078879683,1000124,PID_BIRTH_OR_REENTRY,16,113,113,81.5,-6.28125,-16.0,0,0,1,46
route27f,16,7.798204,1040078879683,1000117,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,7.798204,1040078879683,1000118,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,7.898536,1040179211722,1000090,MEMBER_CHANGE|SLOT_CHANGE,28,56,56,10.75,-5.3125,-16.0,0,0,1,81
route27f,16,7.898536,1040179211722,1000115,MEMBER_CHANGE|SLOT_CHANGE,7|26,104|110,104,64.5,6.46875,-16.0,0,0,1,66
route27f,16,7.898536,1040179211722,1000125,PID_BIRTH_OR_REENTRY,4,114,114,103.0,-5.75,-16.0,0,0,1,48
route27f,16,7.898536,1040179211722,1000126,PID_BIRTH_OR_REENTRY,17,115,115,95.0,-5.3125,-16.0,0,0,1,60
route27f,16,7.998905,1040279580892,1000090,MEMBER_CHANGE|REPRESENTATIVE_SWITCH,28,90,90,10.75,-5.3125,-16.0,0,0,1,81
route27f,16,7.998905,1040279580892,1000113,MEMBER_CHANGE|SLOT_CHANGE|REPRESENTATIVE_SWITCH,16|21,102|113,113,79.5,-6.15625,-16.0,0,0,1,63
route27f,16,8.098176,1040378851161,1000090,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,8.197358,1040478033783,1000115,MEMBER_CHANGE|SLOT_CHANGE,26,104,104,60.25,6.65625,-16.0,0,0,1,66
route27f,16,8.197358,1040478033783,1000120,SLOT_CHANGE,5,109,109,114.25,21.3125,-15.75,0,0,1,42
route27f,16,8.197358,1040478033783,1000127,PID_BIRTH_OR_REENTRY,7,116,116,96.5,-5.75,-16.0,0,0,1,68
route27f,16,8.197358,1040478033783,1000128,PID_BIRTH_OR_REENTRY,9,117,117,100.75,-6.0625,-16.0,0,0,1,62
route27f,16,8.197358,1040478033783,1000129,PID_BIRTH_OR_REENTRY,28,118,118,79.75,7.125,-16.0,0,0,1,53
route27f,16,8.397949,1040678624841,1000110,MEMBER_CHANGE|SLOT_CHANGE,7|29,99|116,99,93.0,-5.59375,-16.0,0,0,1,57
route27f,16,8.397949,1040678624841,1000113,REPRESENTATIVE_SWITCH,16|21,102|113,102,74.25,-5.78125,-16.0,0,0,1,63
route27f,16,8.397949,1040678624841,1000125,MEMBER_CHANGE|SLOT_CHANGE,4|9,114|117,114,96.25,-5.6875,-16.0,0,0,1,48
route27f,16,8.397949,1040678624841,1000130,PID_BIRTH_OR_REENTRY,3,119,119,124.75,-2.53125,-1.75,0,0,1,33
route27f,16,8.498053,1040778728619,1000071,MEMBER_CHANGE|SLOT_CHANGE,1,65,65,9.5,-5.53125,-16.0,0,0,1,59
route27f,16,8.498053,1040778728619,1000110,REPRESENTATIVE_SWITCH,7|29,99|116,116,91.5,-5.75,-16.0,0,0,1,57
route27f,16,8.498053,1040778728619,1000131,PID_BIRTH_OR_REENTRY,11,120,120,99.75,-6.0625,-16.0,0,0,1,54
route27f,16,8.498053,1040778728619,1000069,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,8.597809,1040878484047,1000110,MEMBER_CHANGE|SLOT_CHANGE|REPRESENTATIVE_SWITCH,29,99,99,89.25,-5.78125,-16.0,0,0,1,57
route27f,16,8.597809,1040878484047,1000132,PID_BIRTH_OR_REENTRY,1,121,121,71.5,-5.46875,-16.0,0,0,1,64
route27f,16,8.597809,1040878484047,1000133,PID_BIRTH_OR_REENTRY,15,122,122,103.25,-8.375,-16.0,0,0,1,79
route27f,16,8.597809,1040878484047,1000071,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,8.697611,1040978285980,1000110,MEMBER_CHANGE|REPRESENTATIVE_SWITCH,29,116,116,89.25,-5.78125,-16.0,0,0,1,57
route27f,16,8.697611,1040978285980,1000113,REPRESENTATIVE_SWITCH,16|21,102|113,113,68.0,-6.28125,-16.0,0,0,1,63
route27f,16,8.797746,1041078421630,1000123,MEMBER_CHANGE|SLOT_CHANGE,1|12,112|121,112,71.5,-6.15625,-15.75,0,0,1,67
route27f,16,8.797746,1041078421630,1000134,PID_BIRTH_OR_REENTRY,7,123,123,70.5,10.0625,-16.0,0,0,1,74
route27f,16,8.797746,1041078421630,1000133,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,8.898063,1041178738251,1000078,MEMBER_CHANGE|SLOT_CHANGE|REPRESENTATIVE_SWITCH,18,73,73,9.0,-5.40625,-16.0,0,0,1,71
route27f,16,8.898063,1041178738251,1000135,PID_BIRTH_OR_REENTRY,10,124,124,83.25,-6.15625,-16.0,0,0,1,93
route27f,16,8.898063,1041178738251,1000136,PID_BIRTH_OR_REENTRY,15,125,125,91.5,-5.75,-16.0,0,0,1,76
route27f,16,8.99828,1041278955819,1000078,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,8.99828,1041278955819,1000134,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,9.097613,1041378288058,1000110,MEMBER_CHANGE|SLOT_CHANGE|REPRESENTATIVE_SWITCH,10|29,116|124,124,81.25,-6.0,-16.0,0,0,1,57
route27f,16,9.097613,1041378288058,1000123,REPRESENTATIVE_SWITCH,1|12,112|121,121,65.25,-5.625,-16.0,0,0,1,67
route27f,16,9.097613,1041378288058,1000131,MEMBER_CHANGE|SLOT_CHANGE|REPRESENTATIVE_SWITCH,11|15,120|125,125,89.25,-6.21875,-16.0,0,0,1,54
route27f,16,9.197291,1041477965990,1000083,MEMBER_CHANGE|SLOT_CHANGE|REPRESENTATIVE_SWITCH,2,76,76,8.75,-5.46875,-16.0,0,0,1,75
route27f,16,9.197291,1041477965990,1000137,PID_BIRTH_OR_REENTRY,17,126,126,71.75,8.3125,-15.75,0,0,1,70
route27f,16,9.197291,1041477965990,1000105,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,9.197291,1041477965990,1000126,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,9.297143,1041577818124,1000123,MEMBER_CHANGE|SLOT_CHANGE|REPRESENTATIVE_SWITCH,12,112,112,63.25,-6.09375,-15.75,0,0,1,67
route27f,16,9.297143,1041577818124,1000083,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,9.297143,1041577818124,1000120,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,9.297143,1041577818124,1000137,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,9.397742,1041678417786,1000123,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,9.600137,1041880811988,1000110,MEMBER_CHANGE|SLOT_CHANGE|REPRESENTATIVE_SWITCH,29,116,116,73.75,-6.03125,-15.75,0,0,1,57
route27f,16,9.600137,1041880811988,1000138,PID_BIRTH_OR_REENTRY,18,127,127,85.75,-6.90625,-16.0,0,0,1,58
route27f,16,9.600137,1041880811988,1000139,PID_BIRTH_OR_REENTRY,27,128,128,104.0,4.3125,-16.0,0,0,1,45
route27f,16,9.600137,1041880811988,1000093,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,9.699747,1041980422897,1000140,PID_BIRTH_OR_REENTRY,0,124,124,70.5,-5.8125,-16.0,0,0,1,85
route27f,16,9.699747,1041980422897,1000141,PID_BIRTH_OR_REENTRY,1,129,129,81.75,-6.5625,-16.0,0,0,1,84
route27f,16,9.699747,1041980422897,1000142,PID_BIRTH_OR_REENTRY,2,130,130,104.5,4.375,-16.0,0,0,1,36
route27f,16,9.699747,1041980422897,1000143,PID_BIRTH_OR_REENTRY,5,131,131,54.75,8.4375,-16.0,0,0,1,72
route27f,16,9.699747,1041980422897,1000112,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,9.897892,1042178567687,1000138,MEMBER_CHANGE|SLOT_CHANGE,1|18,127|129,127,81.75,-6.5625,-16.0,0,0,1,58
route27f,16,9.897892,1042178567687,1000139,MEMBER_CHANGE|SLOT_CHANGE,2|27,128|130,128,100.25,4.1875,-16.0,0,0,1,45
route27f,16,9.897892,1042178567687,1000144,PID_BIRTH_OR_REENTRY,7,132,132,60.0,9.375,-16.0,0,0,1,78
route27f,16,9.897892,1042178567687,1000145,PID_BIRTH_OR_REENTRY,8,133,133,17.0,-6.34375,-16.0,0,0,1,80
route27f,16,9.897892,1042178567687,1000140,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,9.998069,1042278744528,1000139,MEMBER_CHANGE|SLOT_CHANGE,27,128,128,98.0,4.1875,-16.0,0,0,1,45
route27f,16,9.998069,1042278744528,1000095,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,9.998069,1042278744528,1000098,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,9.998069,1042278744528,1000114,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,10.097246,1042377921623,1000129,MEMBER_CHANGE|SLOT_CHANGE,5|28,118|131,118,48.75,6.78125,-16.0,0,0,1,53
route27f,16,10.097246,1042377921623,1000146,PID_BIRTH_OR_REENTRY,10,134,134,53.75,-6.28125,-15.75,0,0,1,52
route27f,16,10.097246,1042377921623,1000104,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,10.097246,1042377921623,1000145,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,10.19762,1042478295264,1000147,PID_BIRTH_OR_REENTRY,13,130,130,100.75,4.78125,-16.0,0,0,1,86
route27f,16,10.19762,1042478295264,1000148,PID_BIRTH_OR_REENTRY,12,135,135,91.75,-7.75,-15.75,0,0,1,95
route27f,16,10.298027,1042578702390,1000138,REPRESENTATIVE_SWITCH,1|18,127|129,129,74.0,-6.03125,-15.75,0,0,1,58
route27f,16,10.397967,1042678642116,1000113,REPRESENTATIVE_SWITCH,16|21,102|113,102,41.0,-6.75,-15.75,0,0,1,63
route27f,16,10.397967,1042678642116,1000146,SLOT_CHANGE,14,134,134,53.25,-7.03125,-15.75,0,0,1,52
route27f,16,10.397967,1042678642116,1000149,PID_BIRTH_OR_REENTRY,17,136,136,107.0,5.21875,-15.75,0,0,1,43
route27f,16,10.397967,1042678642116,1000139,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,10.397967,1042678642116,1000148,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,10.497826,1042778501382,1000129,MEMBER_CHANGE|SLOT_CHANGE,28,118,118,42.75,6.75,-16.0,0,0,1,53
route27f,16,10.497826,1042778501382,1000150,PID_BIRTH_OR_REENTRY,19,137,137,53.25,5.84375,-15.75,0,0,1,91
route27f,16,10.497826,1042778501382,1000151,PID_BIRTH_OR_REENTRY,20,138,138,39.75,-15.03125,-15.0,0,0,1,61
route27f,16,10.497826,1042778501382,1000115,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,10.597349,1042878024588,1000152,PID_BIRTH_OR_REENTRY,23,139,139,111.25,5.0625,-15.75,0,0,1,92
route27f,16,10.597349,1042878024588,1000094,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,10.597349,1042878024588,1000144,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,10.697959,1042978633986,1000153,PID_BIRTH_OR_REENTRY,25,140,140,41.75,4.8125,-16.0,0,0,1,50
route27f,16,10.697959,1042978633986,1000154,PID_BIRTH_OR_REENTRY,26,141,141,78.25,-6.40625,-15.75,0,0,1,82
route27f,16,10.697959,1042978633986,1000149,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,10.697959,1042978633986,1000151,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,10.797495,1043078170315,1000113,REPRESENTATIVE_SWITCH,16|21,102|113,113,34.75,-6.3125,-15.75,0,0,1,63
route27f,16,10.897105,1043177780544,1000151,COAST_RECOVERY_OR_QUALIFICATION_RESUME,5,138,138,33.75,-14.875,-15.75,0,0,1,61
route27f,16,10.897105,1043177780544,1000155,PID_BIRTH_OR_REENTRY,0,142,142,82.0,-6.5625,-15.75,0,0,1,88
route27f,16,10.897105,1043177780544,1000156,PID_BIRTH_OR_REENTRY,2,143,143,41.75,5.34375,-15.75,0,0,1,39
route27f,16,10.897105,1043177780544,1000157,PID_BIRTH_OR_REENTRY,7,144,144,74.0,-6.59375,-15.75,0,0,1,41
route27f,16,10.897105,1043177780544,1000158,PID_BIRTH_OR_REENTRY,8,145,145,78.25,-6.09375,-15.75,0,0,1,83
route27f,16,10.897105,1043177780544,1000159,PID_BIRTH_OR_REENTRY,27,146,146,53.5,-3.375,-15.5,0,0,1,51
route27f,16,10.897105,1043177780544,1000160,PID_BIRTH_OR_REENTRY,31,147,147,80.0,-6.4375,-15.75,0,0,1,35
route27f,16,10.99771,1043278385306,1000113,REPRESENTATIVE_SWITCH,16|21,102|113,102,31.5,-6.65625,-15.75,0,0,1,63
route27f,16,10.99771,1043278385306,1000153,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,10.99771,1043278385306,1000157,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,11.098872,1043379547249,1000158,MEMBER_CHANGE|SLOT_CHANGE,8|31,145|147,145,74.25,-6.125,-15.75,0,0,1,83
route27f,16,11.098872,1043379547249,1000146,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,11.098872,1043379547249,1000147,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,11.098872,1043379547249,1000156,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,11.199017,1043479692628,1000113,MEMBER_CHANGE|SLOT_CHANGE|REPRESENTATIVE_SWITCH,16,113,113,26.75,-6.25,-15.5,0,0,1,63
route27f,16,11.199017,1043479692628,1000161,PID_BIRTH_OR_REENTRY,10,148,148,93.5,-6.65625,-1.75,0,0,1,69
route27f,16,11.199017,1043479692628,1000159,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,11.297978,1043578653493,1000113,MEMBER_CHANGE|REPRESENTATIVE_SWITCH,16,102,102,26.75,-6.25,-15.5,0,0,1,63
route27f,16,11.397829,1043678504631,1000159,COAST_RECOVERY_OR_QUALIFICATION_RESUME,12,146,146,45.5,-3.5,-15.5,0,0,1,51
route27f,16,11.397829,1043678504631,1000113,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,11.397829,1043678504631,1000152,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,11.397829,1043678504631,1000161,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,11.497214,1043777889619,1000151,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,11.497214,1043777889619,1000159,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,11.597371,1043878045987,1000159,COAST_RECOVERY_OR_QUALIFICATION_RESUME,13,146,146,41.75,-3.4375,-15.5,0,0,1,51
route27f,16,11.597371,1043878045987,1000162,PID_BIRTH_OR_REENTRY,14,149,149,117.25,4.4375,-1.25,0,0,1,73
route27f,16,11.597371,1043878045987,1000163,PID_BIRTH_OR_REENTRY,16,150,150,80.75,9.5,-20.75,0,0,1,38
route27f,16,11.597371,1043878045987,1000164,PID_BIRTH_OR_REENTRY,17,151,151,60.25,-6.125,-15.5,0,0,1,56
route27f,16,11.597371,1043878045987,1000165,PID_BIRTH_OR_REENTRY,20,152,152,58.5,-5.9375,-15.5,0,0,1,65
route27f,16,11.697603,1043978278910,1000166,PID_BIRTH_OR_REENTRY,21,153,153,70.75,-5.78125,-15.5,0,0,1,46
route27f,16,11.697603,1043978278910,1000167,PID_BIRTH_OR_REENTRY,22,154,154,72.75,-5.5625,-15.5,0,0,1,81
route27f,16,11.697603,1043978278910,1000103,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,11.697603,1043978278910,1000164,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,11.797329,1044078004540,1000168,PID_BIRTH_OR_REENTRY,23,155,155,76.75,-5.375,-15.25,0,0,1,68
route27f,16,11.797329,1044078004540,1000169,PID_BIRTH_OR_REENTRY,25,156,156,80.75,-5.6875,-15.25,0,0,1,62
route27f,16,11.797329,1044078004540,1000129,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,11.797329,1044078004540,1000159,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,11.797329,1044078004540,1000163,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,11.897878,1044178553056,1000155,MEMBER_CHANGE|SLOT_CHANGE,0|21,142|153,142,66.75,-5.90625,-15.25,0,0,1,88
route27f,16,11.997217,1044277892423,1000154,SLOT_CHANGE,2,141,141,56.5,-5.8125,-15.25,0,0,1,82
route27f,16,11.997217,1044277892423,1000155,SLOT_CHANGE|REPRESENTATIVE_SWITCH,0|31,142|153,153,64.75,-5.8125,-15.25,0,0,1,88
route27f,16,11.997217,1044277892423,1000158,SLOT_CHANGE|REPRESENTATIVE_SWITCH,8|26,145|147,147,60.75,-5.875,-15.25,0,0,1,83
route27f,16,11.997217,1044277892423,1000163,COAST_RECOVERY_OR_QUALIFICATION_RESUME,27,150,150,73.25,10.1875,-20.25,0,0,1,38
route27f,16,11.997217,1044277892423,1000170,PID_BIRTH_OR_REENTRY,5,157,157,92.25,10.03125,-21.5,0,0,1,47
route27f,16,11.997217,1044277892423,1000171,PID_BIRTH_OR_REENTRY,28,158,158,82.5,-5.59375,-15.5,0,0,1,64
route27f,16,11.997217,1044277892423,1000172,PID_BIRTH_OR_REENTRY,29,159,159,35.0,6.53125,-15.75,0,0,1,59
route27f,16,11.997217,1044277892423,1000110,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,12.098163,1044378838604,1000173,PID_BIRTH_OR_REENTRY,7,160,160,70.75,-5.5625,-15.25,0,0,1,79
route27f,16,12.098163,1044378838604,1000174,PID_BIRTH_OR_REENTRY,10,161,161,31.0,5.6875,-15.25,0,0,1,93
route27f,16,12.098163,1044378838604,1000175,PID_BIRTH_OR_REENTRY,12,162,162,52.75,-5.78125,-15.25,0,0,1,76
route27f,16,12.098163,1044378838604,1000171,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,12.198135,1044478810196,1000174,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,12.297542,1044578217366,1000155,REPRESENTATIVE_SWITCH,0|31,142|153,142,58.75,-5.6875,-15.25,0,0,1,88
route27f,16,12.297542,1044578217366,1000158,REPRESENTATIVE_SWITCH,8|26,145|147,145,54.75,-5.59375,-15.25,0,0,1,83
route27f,16,12.297542,1044578217366,1000165,MEMBER_CHANGE|SLOT_CHANGE,12|20,152|162,152,48.75,-5.6875,-15.25,0,0,1,65
route27f,16,12.297542,1044578217366,1000168,MEMBER_CHANGE|SLOT_CHANGE|REPRESENTATIVE_SWITCH,7|23,155|160,160,68.75,-5.375,-15.25,0,0,1,68
route27f,16,12.397784,1044678459399,1000176,PID_BIRTH_OR_REENTRY,13,163,163,84.75,-5.25,-15.0,0,0,1,71
route27f,16,12.397784,1044678459399,1000177,PID_BIRTH_OR_REENTRY,16,164,164,86.75,-5.28125,-15.0,0,0,1,74
route27f,16,12.497106,1044777781474,1000178,PID_BIRTH_OR_REENTRY,17,165,165,77.0,-5.21875,-15.0,0,0,1,94
route27f,16,12.497106,1044777781474,1000179,PID_BIRTH_OR_REENTRY,21,166,166,91.0,-5.0625,-15.0,0,0,1,60
route27f,16,12.497106,1044777781474,1000176,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,12.59778,1044878455859,1000180,PID_BIRTH_OR_REENTRY,22,167,167,41.0,-5.8125,-15.0,0,0,1,75
route27f,16,12.59778,1044878455859,1000181,PID_BIRTH_OR_REENTRY,28,168,168,95.0,-5.15625,-15.0,0,0,1,42
route27f,16,12.59778,1044878455859,1000167,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,12.59778,1044878455859,1000177,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,12.59778,1044878455859,1000178,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,12.690175,1044970850463,1000125,MEMBER_CHANGE|SLOT_CHANGE|REPRESENTATIVE_SWITCH,4,117,117,29.0,-5.4375,-15.0,0,0,1,48
route27f,16,12.690175,1044970850463,1000131,SLOT_CHANGE,9|15,120|125,125,31.0,-5.5,-15.25,0,0,1,54
route27f,16,12.690175,1044970850463,1000138,SLOT_CHANGE,1|11,127|129,129,35.0,-5.40625,-15.0,0,0,1,58
route27f,16,12.690175,1044970850463,1000154,SLOT_CHANGE,12,141,141,45.0,-5.5625,-15.0,0,0,1,82
route27f,16,12.690175,1044970850463,1000155,SLOT_CHANGE,8|31,142|153,142,51.0,-5.53125,-15.25,0,0,1,88
route27f,16,12.690175,1044970850463,1000158,SLOT_CHANGE,2|26,145|147,145,47.0,-5.53125,-15.0,0,0,1,83
route27f,16,12.690175,1044970850463,1000165,SLOT_CHANGE,20|22,152|162,152,41.0,-5.8125,-15.0,0,0,1,65
route27f,16,12.690175,1044970850463,1000167,COAST_RECOVERY_OR_QUALIFICATION_RESUME,0,154,154,55.0,-5.46875,-15.0,0,0,1,81
route27f,16,12.690175,1044970850463,1000180,SLOT_CHANGE,18,167,167,39.0,-5.53125,-15.0,0,0,1,75
route27f,16,12.799637,1045080312599,1000131,MEMBER_CHANGE|SLOT_CHANGE|REPRESENTATIVE_SWITCH,15,120,120,31.25,-5.4375,-15.0,0,0,1,54
route27f,16,12.799637,1045080312599,1000172,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,12.898432,1045179107488,1000182,PID_BIRTH_OR_REENTRY,9,169,169,69.0,-5.03125,-15.0,0,0,1,67
route27f,16,12.898432,1045179107488,1000183,PID_BIRTH_OR_REENTRY,29,170,170,95.0,-4.5625,-15.0,0,0,1,70
route27f,16,13.097482,1045378157635,1000184,PID_BIRTH_OR_REENTRY,10,171,171,73.75,-4.59375,-2.75,0,0,1,87
route27f,16,13.097482,1045378157635,1000185,PID_BIRTH_OR_REENTRY,13,172,172,135.75,0.0,-4.5,0,0,1,84
route27f,16,13.097482,1045378157635,1000125,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,13.097482,1045378157635,1000181,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,13.097482,1045378157635,1000182,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,13.197725,1045478400290,1000181,COAST_RECOVERY_OR_QUALIFICATION_RESUME,9,168,168,86.75,-4.59375,-14.75,0,0,1,42
route27f,16,13.197725,1045478400290,1000186,PID_BIRTH_OR_REENTRY,4,173,173,78.75,-4.90625,-14.75,0,0,1,36
route27f,16,13.197725,1045478400290,1000187,PID_BIRTH_OR_REENTRY,15,174,174,82.75,-4.5625,-15.0,0,0,1,77
route27f,16,13.197725,1045478400290,1000188,PID_BIRTH_OR_REENTRY,16,175,175,72.75,-5.0625,-14.75,0,0,1,72
route27f,16,13.197725,1045478400290,1000189,PID_BIRTH_OR_REENTRY,17,176,176,74.75,-4.75,-14.75,0,0,1,85
route27f,16,13.197725,1045478400290,1000190,PID_BIRTH_OR_REENTRY,28,177,177,84.75,-4.75,-15.0,0,0,1,32
route27f,16,13.197725,1045478400290,1000131,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,13.197725,1045478400290,1000185,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,13.297773,1045578448330,1000150,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,13.297773,1045578448330,1000181,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route27f,16,13.397433,1045678108128,1000167,MEMBER_CHANGE|SLOT_CHANGE,0|31,153|154,154,43.0,-5.34375,-14.75,0,0,1,81
